channel,model,shell_absolute_error,shell_persistence_absolute_error,shell_skill,source_snapshot,target_snapshot
vel2,Anisotropic spherical DISCO3D LocalNO,0.00011533652997880892,0.0005709052051646637,0.7979760406186122,174,175
vel3,Anisotropic spherical DISCO3D LocalNO,0.003219542136262272,0.004419020889684722,0.2714354114555968,174,175
Bcc1,Persistence,0.11260099252468332,58.55531237741476,0.9980770149120045,175,176
Bcc2,Persistence,0.008125354745913046,0.008125307563329848,-5.806867350077738e-06,175,176
Bcc3,Persistence,3.802971654786457,3.803084955025612,2.979166663252819e-05,175,176
rho,Persistence,24.846330549654084,24.846510853178255,7.256693917212509e-06,175,176
press,Persistence,0.02903331176321873,0.028951394080066653,-0.002829490107644883,175,176
vel1,Persistence,0.0072038962697117395,0.07007498089124128,0.8971973138188589,175,176
vel2,Persistence,2.7065361818314017e-05,0.000593787518712712,0.9544191129564499,175,176
vel3,Persistence,0.002011769021082603,0.0020117656291724914,-1.6860364162596397e-06,175,176
