channel,checkpoint_epoch,contribution_fraction,direction,enrichment,envelope_violation_h1_overlap,envelope_violation_voxel_overlap,error_case,gradient_norm_fraction,model_mode,model_state,per_voxel_mean,region,roi_h1_overlap,roi_voxel_overlap,source_snapshot,split,target_clamp_h1_overlap,target_clamp_voxel_overlap,target_snapshot,voxel_fraction
vel1,0,4.4526462517069376e-08,theta,3.56211700136555e-07,,,persistence_error,,shared,shared_initial,0.0009443465387448668,shell_7,,,11,train,,,12,0.125
vel2,0,1.919263681315897e-08,theta,1.5354109450527176e-07,,,persistence_error,,shared,shared_initial,0.0004070500726811588,shell_7,,,11,train,,,12,0.125
vel3,0,7.375137300869028e-08,theta,5.900109840695222e-07,,,persistence_error,,shared,shared_initial,0.0015641676727682352,shell_7,,,11,train,,,12,0.125
Bcc1,0,1.554484333610162e-05,r,0.00012435874668881297,,,persistence_error,,shared,shared_initial,0.3296852707862854,shell_7,,,11,train,,,12,0.125
Bcc2,0,0.00029096464277245104,r,0.0023277171421796083,,,persistence_error,,shared,shared_initial,6.170969486236572,shell_7,,,11,train,,,12,0.125
Bcc3,0,5.4101089830282945e-08,r,4.3280871864226356e-07,,,persistence_error,,shared,shared_initial,0.0011474115308374166,shell_7,,,11,train,,,12,0.125
rho,0,1.929944301082287e-05,r,0.00015439554408658296,,,persistence_error,,shared,shared_initial,0.409315288066864,shell_7,,,11,train,,,12,0.125
press,0,1.8208576875622384e-05,r,0.00014566861500497907,,,persistence_error,,shared,shared_initial,0.38617947697639465,shell_7,,,11,train,,,12,0.125
vel1,0,9.173504076898098e-05,r,0.0007338803261518478,,,persistence_error,,shared,shared_initial,1.9455771446228027,shell_7,,,11,train,,,12,0.125
vel2,0,0.00012419639097061008,r,0.0009935711277648807,,,persistence_error,,shared,shared_initial,2.6340389251708984,shell_7,,,11,train,,,12,0.125
vel3,0,3.5386879204679644e-08,r,2.8309503363743715e-07,,,persistence_error,,shared,shared_initial,0.0007505082176066935,shell_7,,,11,train,,,12,0.125
all,0,0.45112112164497375,all,1.804484486579895,0.9649070501327515,0.9580078125,persistence_error,0.4343145191669464,shared,shared_initial,597.9796142578125,inner_two,0.375058114528656,0.3271484375,11,train,0.4516308605670929,0.6630859375,12,0.25
Bcc1,0,9.115486516379345e-15,phi,3.646194606551738e-14,,,persistence_error,,shared,shared_initial,9.666362155158481e-11,inner_two,,,11,train,,,12,0.25
Bcc2,0,1.7799602070045495e-10,phi,7.119840828018198e-10,,,persistence_error,,shared,shared_initial,1.8875283558372757e-06,inner_two,,,11,train,,,12,0.25
Bcc3,0,3.2372779316166417e-14,phi,1.2949111726466567e-13,,,persistence_error,,shared,shared_initial,3.432916173551348e-10,inner_two,,,11,train,,,12,0.25
rho,0,4.431157264034313e-12,phi,1.7724629056137253e-11,,,persistence_error,,shared,shared_initial,4.698944877645772e-08,inner_two,,,11,train,,,12,0.25
press,0,1.5562361121990165e-10,phi,6.224944448796066e-10,,,persistence_error,,shared,shared_initial,1.6502840480825398e-06,inner_two,,,11,train,,,12,0.25
vel1,0,1.3852753388832184e-09,phi,5.541101355532874e-09,,,persistence_error,,shared,shared_initial,1.4689915587950964e-05,inner_two,,,11,train,,,12,0.25
vel2,0,1.6224880328152835e-09,phi,6.489952131261134e-09,,,persistence_error,,shared,shared_initial,1.720539694360923e-05,inner_two,,,11,train,,,12,0.25
vel3,0,3.0660302313516297e-14,phi,1.2264120925406519e-13,,,persistence_error,,shared,shared_initial,3.2513192138594604e-10,inner_two,,,11,train,,,12,0.25
Bcc1,0,0.0032614674419164658,theta,0.013045869767665863,,,persistence_error,,shared,shared_initial,34.58567428588867,inner_two,,,11,train,,,12,0.25
Bcc2,0,0.024166345596313477,theta,0.0966653823852539,,,persistence_error,,shared,shared_initial,256.26788330078125,inner_two,,,11,train,,,12,0.25
Bcc3,0,0.14559237658977509,theta,0.5823695063591003,,,persistence_error,,shared,shared_initial,1543.9095458984375,inner_two,,,11,train,,,12,0.25
rho,0,4.3724332499550655e-05,theta,0.00017489732999820262,,,persistence_error,,shared,shared_initial,0.46366721391677856,inner_two,,,11,train,,,12,0.25
press,0,3.745087451534346e-05,theta,0.00014980349806137383,,,persistence_error,,shared,shared_initial,0.39714139699935913,inner_two,,,11,train,,,12,0.25
vel1,0,0.0006428384804166853,theta,0.0025713539216667414,,,persistence_error,,shared,shared_initial,6.81687068939209,inner_two,,,11,train,,,12,0.25
vel2,0,0.0641118511557579,theta,0.2564474046230316,,,persistence_error,,shared,shared_initial,679.8631591796875,inner_two,,,11,train,,,12,0.25
vel3,0,0.004252608399838209,theta,0.017010433599352837,,,persistence_error,,shared,shared_initial,45.0960578918457,inner_two,,,11,train,,,12,0.25
Bcc1,0,0.0004388821544125676,r,0.0017555286176502705,,,persistence_error,,shared,shared_initial,4.654050827026367,inner_two,,,11,train,,,12,0.25
Bcc2,0,0.038345713168382645,r,0.15338285267353058,,,persistence_error,,shared,shared_initial,406.63055419921875,inner_two,,,11,train,,,12,0.25
Bcc3,0,0.051094964146614075,r,0.2043798565864563,,,persistence_error,,shared,shared_initial,541.8278198242188,inner_two,,,11,train,,,12,0.25
rho,0,6.575549923582003e-05,r,0.0002630219969432801,,,persistence_error,,shared,shared_initial,0.6972929835319519,inner_two,,,11,train,,,12,0.25
press,0,5.926480662310496e-05,r,0.00023705922649241984,,,persistence_error,,shared,shared_initial,0.6284635066986084,inner_two,,,11,train,,,12,0.25
vel1,0,0.0007977103814482689,r,0.0031908415257930756,,,persistence_error,,shared,shared_initial,8.459183692932129,inner_two,,,11,train,,,12,0.25
vel2,0,0.11090894788503647,r,0.4436357915401459,,,persistence_error,,shared,shared_initial,1176.114990234375,inner_two,,,11,train,,,12,0.25
vel3,0,0.007301175966858864,r,0.029204703867435455,,,persistence_error,,shared,shared_initial,77.424072265625,inner_two,,,11,train,,,12,0.25
all,0,0.3722321391105652,all,0.7444642782211304,0.9910441637039185,0.9599609375,persistence_error,0.3532450199127197,shared,shared_initial,246.70449829101562,middle_four,0.08960027247667313,0.1416015625,11,train,0.0,0.0,12,0.5
Bcc1,0,5.75823947346832e-19,phi,1.151647894693664e-18,,,persistence_error,,shared,shared_initial,3.0531133177191805e-15,middle_four,,,11,train,,,12,0.5
Bcc2,0,4.57675327156446e-17,phi,9.15350654312892e-17,,,persistence_error,,shared,shared_initial,2.426669976074436e-13,middle_four,,,11,train,,,12,0.5
Bcc3,0,8.21648428616273e-16,phi,1.643296857232546e-15,,,persistence_error,,shared,shared_initial,4.356515148629114e-12,middle_four,,,11,train,,,12,0.5
rho,0,2.75152247435691e-19,phi,5.50304494871382e-19,,,persistence_error,,shared,shared_initial,1.4589024432964948e-15,middle_four,,,11,train,,,12,0.5
press,0,1.7693498768037362e-18,phi,3.5386997536074725e-18,,,persistence_error,,shared,shared_initial,9.381384558082573e-15,middle_four,,,11,train,,,12,0.5
vel1,0,6.286132595317132e-18,phi,1.2572265190634264e-17,,,persistence_error,,shared,shared_initial,3.333010950568038e-14,middle_four,,,11,train,,,12,0.5
vel2,0,1.413647828735082e-16,phi,2.827295657470164e-16,,,persistence_error,,shared,shared_initial,7.495393195000588e-13,middle_four,,,11,train,,,12,0.5
vel3,0,1.8815832395118398e-16,phi,3.7631664790236795e-16,,,persistence_error,,shared,shared_initial,9.976464099281657e-13,middle_four,,,11,train,,,12,0.5
Bcc1,0,0.000993305235169828,theta,0.001986610470339656,,,persistence_error,,shared,shared_initial,5.26666784286499,middle_four,,,11,train,,,12,0.5
Bcc2,0,0.0041348435916006565,theta,0.008269687183201313,,,persistence_error,,shared,shared_initial,21.923622131347656,middle_four,,,11,train,,,12,0.5
Bcc3,0,0.02212148904800415,theta,0.0442429780960083,,,persistence_error,,shared,shared_initial,117.2917709350586,middle_four,,,11,train,,,12,0.5
rho,0,0.0005333244916982949,theta,0.0010666489833965898,,,persistence_error,,shared,shared_initial,2.8277742862701416,middle_four,,,11,train,,,12,0.5
press,0,0.001330373459495604,theta,0.002660746918991208,,,persistence_error,,shared,shared_initial,7.053858757019043,middle_four,,,11,train,,,12,0.5
vel1,0,0.006188385188579559,theta,0.012376770377159119,,,persistence_error,,shared,shared_initial,32.81183624267578,middle_four,,,11,train,,,12,0.5
vel2,0,0.11379123479127884,theta,0.22758246958255768,,,persistence_error,,shared,shared_initial,603.33984375,middle_four,,,11,train,,,12,0.5
vel3,0,0.011590731330215931,theta,0.023181462660431862,,,persistence_error,,shared,shared_initial,61.455963134765625,middle_four,,,11,train,,,12,0.5
Bcc1,0,0.0005793096497654915,r,0.001158619299530983,,,persistence_error,,shared,shared_initial,3.0715949535369873,middle_four,,,11,train,,,12,0.5
Bcc2,0,0.006029880605638027,r,0.012059761211276054,,,persistence_error,,shared,shared_initial,31.971420288085938,middle_four,,,11,train,,,12,0.5
Bcc3,0,0.021717190742492676,r,0.04343438148498535,,,persistence_error,,shared,shared_initial,115.14811706542969,middle_four,,,11,train,,,12,0.5
rho,0,0.0010069136042147875,r,0.002013827208429575,,,persistence_error,,shared,shared_initial,5.3388214111328125,middle_four,,,11,train,,,12,0.5
press,0,0.0022197524085640907,r,0.0044395048171281815,,,persistence_error,,shared,shared_initial,11.769492149353027,middle_four,,,11,train,,,12,0.5
vel1,0,0.012809187173843384,r,0.025618374347686768,,,persistence_error,,shared,shared_initial,67.91641998291016,middle_four,,,11,train,,,12,0.5
vel2,0,0.1497827172279358,r,0.2995654344558716,,,persistence_error,,shared,shared_initial,794.172607421875,middle_four,,,11,train,,,12,0.5
vel3,0,0.017403507605195045,r,0.03480701521039009,,,persistence_error,,shared,shared_initial,92.27626037597656,middle_four,,,11,train,,,12,0.5
all,0,0.17664676904678345,all,0.7065870761871338,0.9292880892753601,0.708984375,persistence_error,0.21244052052497864,shared,shared_initial,234.15255737304688,outer_two,0.7957407236099243,0.1896514892578125,11,train,0.0,0.0,12,0.25
Bcc1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,outer_two,,,11,train,,,12,0.25
Bcc2,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,outer_two,,,11,train,,,12,0.25
Bcc3,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,outer_two,,,11,train,,,12,0.25
rho,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,outer_two,,,11,train,,,12,0.25
press,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,outer_two,,,11,train,,,12,0.25
vel1,0,0.0,phi,0.0,,,persistence_error,,shared,shared_initial,0.0,outer_two,,,11,train,,,12,0.25
vel2,0,1.8184527752244787e-21,phi,7.273811100897915e-21,,,persistence_error,,shared,shared_initial,1.928347101349137e-17,outer_two,,,11,train,,,12,0.25
vel3,0,7.328668362029239e-20,phi,2.9314673448116957e-19,,,persistence_error,,shared,shared_initial,7.771561172376096e-16,outer_two,,,11,train,,,12,0.25
Bcc1,0,0.00013924928498454392,theta,0.0005569971399381757,,,persistence_error,,shared,shared_initial,1.4766452312469482,outer_two,,,11,train,,,12,0.25
Bcc2,0,5.111411155667156e-05,theta,0.00020445644622668624,,,persistence_error,,shared,shared_initial,0.5420308709144592,outer_two,,,11,train,,,12,0.25
Bcc3,0,0.00019383049220778048,theta,0.0007753219688311219,,,persistence_error,,shared,shared_initial,2.0554423332214355,outer_two,,,11,train,,,12,0.25
rho,0,0.0010462410282343626,theta,0.00418496411293745,,,persistence_error,,shared,shared_initial,11.094684600830078,outer_two,,,11,train,,,12,0.25
press,0,0.0038234880194067955,theta,0.015293952077627182,,,persistence_error,,shared,shared_initial,40.54552459716797,outer_two,,,11,train,,,12,0.25
vel1,0,0.030938073992729187,theta,0.12375229597091675,,,persistence_error,,shared,shared_initial,328.0775146484375,outer_two,,,11,train,,,12,0.25
vel2,0,0.01168180350214243,theta,0.04672721400856972,,,persistence_error,,shared,shared_initial,123.87769317626953,outer_two,,,11,train,,,12,0.25
vel3,0,0.00021535732958000153,theta,0.0008614293183200061,,,persistence_error,,shared,shared_initial,2.283720016479492,outer_two,,,11,train,,,12,0.25
Bcc1,0,0.0002324202941963449,r,0.0009296811767853796,,,persistence_error,,shared,shared_initial,2.4646613597869873,outer_two,,,11,train,,,12,0.25
Bcc2,0,0.00041738580330275,r,0.001669543213211,,,persistence_error,,shared,shared_initial,4.426096439361572,outer_two,,,11,train,,,12,0.25
Bcc3,0,0.00038149746251292527,r,0.001525989850051701,,,persistence_error,,shared,shared_initial,4.045524597167969,outer_two,,,11,train,,,12,0.25
rho,0,0.0033699891064316034,r,0.013479956425726414,,,persistence_error,,shared,shared_initial,35.736473083496094,outer_two,,,11,train,,,12,0.25
press,0,0.010828543454408646,r,0.04331417381763458,,,persistence_error,,shared,shared_initial,114.82943725585938,outer_two,,,11,train,,,12,0.25
vel1,0,0.08007992058992386,r,0.32031968235969543,,,persistence_error,,shared,shared_initial,849.19384765625,outer_two,,,11,train,,,12,0.25
vel2,0,0.031983017921447754,r,0.12793207168579102,,,persistence_error,,shared,shared_initial,339.158447265625,outer_two,,,11,train,,,12,0.25
vel3,0,0.0012648497940972447,r,0.005059399176388979,,,persistence_error,,shared,shared_initial,13.412883758544922,outer_two,,,11,train,,,12,0.25
all,0,0.20749950408935547,all,0.6036349534988403,0.9940981864929199,0.8742897510528564,persistence_error,0.17613814771175385,shared,shared_initial,200.03573608398438,equatorial_band,0.247128427028656,0.18323864042758942,11,train,0.19219808280467987,0.16264204680919647,12,0.34375
Bcc1,0,6.733894566496269e-15,phi,1.9589512236200916e-14,,,persistence_error,,shared,shared_initial,5.193340896214593e-11,equatorial_band,,,11,train,,,12,0.34375
Bcc2,0,1.7662336870838402e-10,phi,5.138134362425717e-10,,,persistence_error,,shared,shared_initial,1.3621616972159245e-06,equatorial_band,,,11,train,,,12,0.34375
Bcc3,0,8.00525078625998e-15,phi,2.328800367335567e-14,,,persistence_error,,shared,shared_initial,6.173841299306204e-11,equatorial_band,,,11,train,,,12,0.34375
rho,0,4.181348843557142e-12,phi,1.216392438163627e-11,,,persistence_error,,shared,shared_initial,3.224756284225805e-08,equatorial_band,,,11,train,,,12,0.34375
press,0,1.4440569573448414e-10,phi,4.200892966821357e-10,,,persistence_error,,shared,shared_initial,1.1136913826703676e-06,equatorial_band,,,11,train,,,12,0.34375
vel1,0,1.291198703512464e-09,phi,3.756214450589823e-09,,,persistence_error,,shared,shared_initial,9.958033842849545e-06,equatorial_band,,,11,train,,,12,0.34375
vel2,0,1.6022516646785334e-09,phi,4.661095953650829e-09,,,persistence_error,,shared,shared_initial,1.2356947991065681e-05,equatorial_band,,,11,train,,,12,0.34375
vel3,0,2.927786322843434e-14,phi,8.51719682195412e-14,,,persistence_error,,shared,shared_initial,2.2579789427101815e-10,equatorial_band,,,11,train,,,12,0.34375
Bcc1,0,0.0004986723070032895,theta,0.0014506831066682935,,,persistence_error,,shared,shared_initial,3.8458800315856934,equatorial_band,,,11,train,,,12,0.34375
Bcc2,0,0.00747183570638299,theta,0.021736249327659607,,,persistence_error,,shared,shared_initial,57.62458419799805,equatorial_band,,,11,train,,,12,0.34375
Bcc3,0,0.01691242679953575,theta,0.04919978976249695,,,persistence_error,,shared,shared_initial,130.4326934814453,equatorial_band,,,11,train,,,12,0.34375
rho,0,4.755137342726812e-05,theta,0.0001383312774123624,,,persistence_error,,shared,shared_initial,0.3667275905609131,equatorial_band,,,11,train,,,12,0.34375
press,0,6.746039434801787e-05,theta,0.0001962484238902107,,,persistence_error,,shared,shared_initial,0.5202707052230835,equatorial_band,,,11,train,,,12,0.34375
vel1,0,0.0018811689224094152,theta,0.00547249149531126,,,persistence_error,,shared,shared_initial,14.508025169372559,equatorial_band,,,11,train,,,12,0.34375
vel2,0,0.046141617000103,theta,0.13423016667366028,,,persistence_error,,shared,shared_initial,355.8551940917969,equatorial_band,,,11,train,,,12,0.34375
vel3,0,0.008579340763390064,theta,0.024958083406090736,,,persistence_error,,shared,shared_initial,66.16593170166016,equatorial_band,,,11,train,,,12,0.34375
Bcc1,0,0.00028999129426665604,r,0.0008436110801994801,,,persistence_error,,shared,shared_initial,2.2364823818206787,equatorial_band,,,11,train,,,12,0.34375
Bcc2,0,0.009367495775222778,r,0.027250897139310837,,,persistence_error,,shared,shared_initial,72.24436950683594,equatorial_band,,,11,train,,,12,0.34375
Bcc3,0,0.018024586141109467,r,0.05243515968322754,,,persistence_error,,shared,shared_initial,139.00991821289062,equatorial_band,,,11,train,,,12,0.34375
rho,0,0.00022607976279687136,r,0.0006576866144314408,,,persistence_error,,shared,shared_initial,1.7435812950134277,equatorial_band,,,11,train,,,12,0.34375
press,0,0.0004029962292406708,r,0.0011723526986315846,,,persistence_error,,shared,shared_initial,3.108003616333008,equatorial_band,,,11,train,,,12,0.34375
vel1,0,0.006150481291115284,r,0.01789231039583683,,,persistence_error,,shared,shared_initial,47.433982849121094,equatorial_band,,,11,train,,,12,0.34375
vel2,0,0.07641542702913284,r,0.22229942679405212,,,persistence_error,,shared,shared_initial,589.3341064453125,equatorial_band,,,11,train,,,12,0.34375
vel3,0,0.015022381208837032,r,0.043701473623514175,,,persistence_error,,shared,shared_initial,115.856201171875,equatorial_band,,,11,train,,,12,0.34375
all,0,0.47737589478492737,all,1.3887299299240112,0.9412389397621155,0.8892045617103577,persistence_error,0.49414923787117004,shared,shared_initial,460.20465087890625,polar_caps,0.5735552906990051,0.2911931872367859,11,train,0.33281493186950684,0.16335226595401764,12,0.34375
Bcc1,0,1.992089143044106e-16,phi,5.795168608635796e-16,,,persistence_error,,shared,shared_initial,1.536346896056917e-12,polar_caps,,,11,train,,,12,0.34375
Bcc2,0,8.169203838783237e-14,phi,2.376495810037238e-13,,,persistence_error,,shared,shared_initial,6.300285848581666e-10,polar_caps,,,11,train,,,12,0.34375
Bcc3,0,2.4783126939542655e-14,phi,7.209636804662162e-14,,,persistence_error,,shared,shared_initial,1.911334146509347e-10,polar_caps,,,11,train,,,12,0.34375
rho,0,1.147198384465059e-14,phi,3.337304391171081e-14,,,persistence_error,,shared,shared_initial,8.84746859108887e-11,polar_caps,,,11,train,,,12,0.34375
press,0,1.0310365842342017e-12,phi,2.9993791738486264e-12,,,persistence_error,,shared,shared_initial,7.951601155298249e-09,polar_caps,,,11,train,,,12,0.34375
vel1,0,8.73899130143796e-12,phi,2.5422521726659042e-11,,,persistence_error,,shared,shared_initial,6.739719538018107e-08,polar_caps,,,11,train,,,12,0.34375
vel2,0,2.5589085971694514e-12,phi,7.444098289177692e-12,,,persistence_error,,shared,shared_initial,1.973491592366372e-08,polar_caps,,,11,train,,,12,0.34375
