clipping_fraction,cumulative_runtime_seconds,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_after_clip_mean,gradient_norm_before_clip_max,gradient_norm_before_clip_mean,learning_rate,learning_rate_start,microbatches_completed,microbatches_this_epoch,model,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_max,train_loss_mean,train_loss_median,train_loss_min
1.0,382.8238439380011,33,11.692856957000004,515.2626953125,706.0,0.9999999616827283,1173.0716552734375,126.82419998305184,0.00044,0.000426984126984127,5544,168,cnn,0,1386,42,2300.02197265625,83.03497384408755,4.775469779968262,0.0946492999792099
1.0,394.4741238670008,34,11.65027992899968,515.2626953125,706.0,0.9999999432336717,857.4070434570312,90.99736991382781,0.0004533333333333333,0.00044031746031746033,5712,168,cnn,0,1428,42,2273.455078125,81.73880791557687,4.427129507064819,0.08364862203598022
1.0,406.04359305700063,35,11.569469189999836,515.2626953125,706.0,0.9999999574252537,1146.0311279296875,100.71906432651338,0.00046666666666666666,0.0004536507936507937,5880,168,cnn,0,1470,42,2284.90869140625,81.47339349457373,4.608777284622192,0.11340823024511337
1.0,417.6243352520005,36,11.580742194999857,515.2626953125,706.0,0.9999999716168358,474.5845031738281,92.12044183413188,0.00048,0.00046698412698412703,6048,168,cnn,0,1512,42,2222.532958984375,79.5374288538116,4.246424198150635,0.06316572427749634
1.0,429.14436743300075,37,11.52003218100026,515.2626953125,706.0,0.9999999503294627,717.34912109375,97.21671668688457,0.0004933333333333334,0.0004803174603174604,6216,168,cnn,0,1554,42,2242.407958984375,78.62509286949145,3.9438637495040894,0.0773930549621582
1.0,440.7184498230008,38,11.574082390000058,515.2626953125,706.0,0.9999999631018865,584.4522705078125,91.61350536346436,0.0005066666666666667,0.0004936507936507936,6384,168,cnn,0,1596,42,2215.66357421875,78.11035115564508,4.232734680175781,0.11646591126918793
1.0,452.37838693800086,39,11.659937115000048,515.2626953125,706.0,0.9999999673593611,1123.511962890625,126.56693531218029,0.0005200000000000001,0.000506984126984127,6552,168,cnn,0,1638,42,2186.810546875,77.2769874568053,4.384165525436401,0.10120663046836853
1.0,463.898827291001,40,11.52044035300014,515.2626953125,706.0,0.9999999645210448,1465.6810302734375,121.40295464651925,0.0005333333333333334,0.0005203174603174603,6720,168,cnn,0,1680,42,2169.079833984375,76.1034645891438,4.150257110595703,0.08641912043094635
1.0,475.4848902570011,41,11.5860629660001,515.2626953125,706.0,0.9999999631018865,683.6160278320312,87.7254258337475,0.0005466666666666667,0.0005336507936507936,6888,168,cnn,0,1722,42,2173.044921875,75.11109123560821,3.9858511686325073,0.06756789237260818
1.0,487.17740275100095,42,11.692512493999857,515.2626953125,706.0,0.9999999560060955,633.8530883789062,93.19519813855489,0.00056,0.000546984126984127,7056,168,cnn,0,1764,42,2145.30615234375,73.86368283416543,4.05967378616333,0.07425105571746826
1.0,498.7513067540008,43,11.573904002999825,515.2626953125,706.0,0.9999999489103045,3359.102783203125,174.72466368902298,0.0005733333333333334,0.0005603174603174603,7224,168,cnn,0,1806,42,2202.0458984375,74.3535761999055,4.091355085372925,0.11988495290279388
1.0,510.3242329580007,44,11.572926203999941,515.2626953125,706.0,0.9999999361378806,1159.5833740234375,103.51168094362531,0.0005866666666666667,0.0005736507936507936,7392,168,cnn,0,1848,42,2149.24365234375,72.73377580240015,4.067660093307495,0.1137973740696907
1.0,521.9416859320004,45,11.617452973999661,515.2626953125,706.0,0.9999999432336717,431.77508544921875,99.74901117597308,0.0006000000000000001,0.000586984126984127,7560,168,cnn,0,1890,42,2060.9873046875,71.37093457051863,3.9578871726989746,0.09611296653747559
1.0,533.5307540110007,46,11.589068079000299,515.2626953125,706.0,0.9999999503294627,1217.36474609375,137.01432632264635,0.0006133333333333334,0.0006003174603174603,7728,168,cnn,0,1932,42,2109.499755859375,70.83382860003482,4.245137929916382,0.12068198621273041
