absolute_difference,channel,increment_mean,r_edge_left,r_edge_right,radial_cells,reference_increment_mean,reference_semantics,resolution,shell,shell_vector_cosine,shell_vector_relative_l2,source_snapshot,target_snapshot,reproduction_scope
8.687948138685897e-10,rho,9.622681318433024e-09,2.1731385678184307,4.122196859122056,8,1.0491476132301614e-08,HIGHER_RES_SAMPLING_REFERENCE,64,1,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
4.581579560181126e-11,rho,6.939444574527442e-10,4.122196859122056,7.819338903185626,8,7.397602530545555e-10,HIGHER_RES_SAMPLING_REFERENCE,64,2,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
4.547473508864641e-12,rho,1.5006662579253316e-11,7.819338903185626,14.832397134933096,8,1.9554136088117957e-11,HIGHER_RES_SAMPLING_REFERENCE,64,3,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
2.522302651186692e-07,rho,2.6347187542796746e-07,14.832397134933096,28.135371479901284,8,1.1241610309298267e-08,HIGHER_RES_SAMPLING_REFERENCE,64,4,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
7.935184162732867e-05,rho,-5.43203833913708e-05,28.135371479901284,53.36960176502269,8,2.503145823595787e-05,HIGHER_RES_SAMPLING_REFERENCE,64,5,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
3.589433941186826e-06,rho,1.3237757912065717e-06,53.36960176502269,101.23606843406442,8,4.913209732393398e-06,HIGHER_RES_SAMPLING_REFERENCE,64,6,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,1.1774158252819689e-06,101.23606843406442,192.03331509030292,8,1.1774158252819689e-06,HIGHER_RES_SAMPLING_REFERENCE,64,7,-0.647915319989013,2.6047621867714157,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
3.342712362710791e-07,rho,1.4919317537634117e-05,1.1302164885137453,2.1511666951179094,12,1.5253588773905196e-05,HIGHER_RES_SAMPLING_REFERENCE,96,0,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
5.319533455702992e-10,rho,9.574048615629888e-09,2.1511666951179094,4.094364395859927,12,1.0106001961200187e-08,HIGHER_RES_SAMPLING_REFERENCE,96,1,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
6.9222652301605975e-12,rho,6.881337968580838e-10,4.094364395859927,7.792896684450838,12,6.950560620882444e-10,HIGHER_RES_SAMPLING_REFERENCE,96,2,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
2.5769016550232956e-12,rho,1.8038311585163076e-11,7.792896684450838,14.832397134933096,12,1.546140993013978e-11,HIGHER_RES_SAMPLING_REFERENCE,96,3,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
5.0925387363807945e-11,rho,5.630081432173029e-07,14.832397134933096,28.23083811791544,12,5.62957217829939e-07,HIGHER_RES_SAMPLING_REFERENCE,96,4,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
3.218249771445395e-05,rho,-2.5654289537947585e-05,28.23083811791544,53.73239494531252,12,6.5282081765063695e-06,HIGHER_RES_SAMPLING_REFERENCE,96,5,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
4.554492865022692e-06,rho,-1.0587038319600752e-06,53.73239494531252,102.27008686386948,12,3.4957890330626165e-06,HIGHER_RES_SAMPLING_REFERENCE,96,6,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
8.641196913572458e-08,rho,1.162993444362807e-06,102.27008686386948,194.6529775527125,12,1.2494054134985315e-06,HIGHER_RES_SAMPLING_REFERENCE,96,7,0.1150319737026627,1.910777092215806,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,1.4195838502928382e-05,1.1225854340129873,2.1402642060118655,16,1.4195838502928382e-05,HIGHER_RES_SAMPLING_REFERENCE,128,0,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,9.784685062186327e-09,2.1402642060118655,4.080518713983782,16,9.784685062186327e-09,HIGHER_RES_SAMPLING_REFERENCE,128,1,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,6.701554866594961e-10,4.080518713983782,7.779709125817875,16,6.701554866594961e-10,HIGHER_RES_SAMPLING_REFERENCE,128,2,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,1.5688783605583012e-11,7.779709125817875,14.832397134933096,16,1.5688783605583012e-11,HIGHER_RES_SAMPLING_REFERENCE,128,3,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,4.2377671860549526e-07,14.832397134933096,28.278692841905322,16,4.2377671860549526e-07,HIGHER_RES_SAMPLING_REFERENCE,128,4,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,-1.4669834278890903e-05,28.278692841905322,53.91471530676722,16,-1.4669834278890903e-05,HIGHER_RES_SAMPLING_REFERENCE,128,5,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,3.3357586239901593e-06,53.91471530676722,102.79104988552615,16,3.3357586239901593e-06,HIGHER_RES_SAMPLING_REFERENCE,128,6,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,rho,1.1619860860179188e-06,102.79104988552615,195.97617972105846,16,1.1619860860179188e-06,HIGHER_RES_SAMPLING_REFERENCE,128,7,1.0,0.0,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
8.330971468240023e-10,press,1.016381702356739e-06,1.1456345721309733,2.1731385678184307,8,1.015548605209915e-06,HIGHER_RES_SAMPLING_REFERENCE,64,0,0.9999886636870189,0.08806936335811666,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
8.648157745483331e-09,press,8.982311783256591e-08,2.1731385678184307,4.122196859122056,8,9.847127557804924e-08,HIGHER_RES_SAMPLING_REFERENCE,64,1,0.9999886636870189,0.08806936335811666,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
3.4566483009257354e-10,press,5.892601961932087e-09,4.122196859122056,7.819338903185626,8,6.23826679202466e-09,HIGHER_RES_SAMPLING_REFERENCE,64,2,0.9999886636870189,0.08806936335811666,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
2.949640531824116e-11,press,2.6144419962292886e-10,7.819338903185626,14.832397134933096,8,2.9094060494117e-10,HIGHER_RES_SAMPLING_REFERENCE,64,3,0.9999886636870189,0.08806936335811666,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
3.890143318585615e-08,press,3.951290583614764e-08,14.832397134933096,28.135371479901284,8,6.114726502914891e-10,HIGHER_RES_SAMPLING_REFERENCE,64,4,0.9999886636870189,0.08806936335811666,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
2.0818615024120746e-06,press,2.1543838291893103e-05,28.135371479901284,53.36960176502269,8,2.3625699794305177e-05,HIGHER_RES_SAMPLING_REFERENCE,64,5,0.9999886636870189,0.08806936335811666,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
