accumulation_count,clipping_triggered,gradient_norm_after_clip,gradient_norm_before_clip,learning_rate,max_microbatch_loss,mean_microbatch_loss,microbatches_seen,min_microbatch_loss,optimizer_update
4,True,0.9999998807907104,7.0352396965026855,0.0007738095238095238,35.0327262878418,11.30259484052658,260,1.1900556087493896,65
4,True,1.0,15.081938743591309,0.0007857142857142857,33.389671325683594,17.87424099445343,264,4.784390926361084,66
4,True,0.9999998211860657,12.845422744750977,0.0007976190476190477,51.10283279418945,21.836179971694946,268,3.650149345397949,67
4,False,0.6288006901741028,0.6288006901741028,0.0008095238095238096,5.652839183807373,2.111850433051586,272,0.3773820102214813,68
4,True,0.9999998807907104,11.219432830810547,0.0008214285714285715,27.9571533203125,10.963758572936058,276,0.12433189153671265,69
4,True,0.9999999403953552,72.94413757324219,0.0008333333333333334,1212.4466552734375,319.7809806317091,280,0.2064024806022644,70
4,True,1.0000001192092896,66.67247772216797,0.0008452380952380953,1406.96728515625,352.4555012024939,284,0.21214176714420319,71
4,False,0.9478750228881836,0.9478750228881836,0.0008571428571428572,10.913515090942383,3.054175693541765,288,0.1159713864326477,72
4,True,0.9999999403953552,12.555763244628906,0.000869047619047619,112.9130859375,37.21752418577671,292,0.6678624749183655,73
4,True,0.9999997615814209,7.70937442779541,0.0008809523809523809,31.071880340576172,10.759316399693489,296,0.3308561444282532,74
4,True,1.0,51.20978546142578,0.0008928571428571428,703.022216796875,201.15819644927979,300,3.6255455017089844,75
4,True,0.9999998211860657,11.004292488098145,0.0009047619047619047,20.198883056640625,9.099509343504906,304,0.17625723779201508,76
4,True,0.9999999403953552,53.831520080566406,0.0009166666666666666,2592.6142578125,652.592410326004,308,0.5193252563476562,77
4,True,1.0,64.14456939697266,0.0009285714285714286,940.1165771484375,241.26018351316452,312,1.9036495685577393,78
4,True,0.9999995827674866,2.148014545440674,0.0009404761904761905,3.676321506500244,1.546921107918024,316,0.15488694608211517,79
4,True,0.9999995827674866,2.1371445655822754,0.0009523809523809524,10.821463584899902,3.19702360779047,320,0.38516297936439514,80
4,True,1.0,95.78707885742188,0.0009642857142857143,1129.2225341796875,282.73773200809956,324,0.1556350588798523,81
4,True,0.9999996423721313,2.4443397521972656,0.0009761904761904762,51.23764419555664,14.094772070646286,328,0.13878875970840454,82
4,True,0.9999999403953552,79.17694854736328,0.0009880952380952382,1307.8720703125,337.4718537032604,332,0.2508200407028198,83
4,True,1.0000001192092896,62.81320571899414,0.001,894.1156005859375,238.7363624572754,336,9.371944427490234,84
4,True,0.9999999403953552,16.290802001953125,0.0009999982176608754,6.096935749053955,2.6774943098425865,340,0.2110426127910614,85
